evaluation_id,candidate_sk,technology_sk,location_sk,application_date_sk,years_of_experience,code_challenge_score,technical_interview_score,is_hired
25166,25166,118,194,20200703,30,2,3,0
25167,25167,158,208,20210128,9,1,2,0
25168,25168,7,227,20220502,13,2,1,0
25169,25169,101,58,20191108,1,2,10,0
25170,25170,31,160,20200729,19,7,1,0
25171,25171,56,161,20200125,7,1,5,0
25172,25172,35,83,20190506,28,7,10,1
25173,25173,36,21,20220523,19,8,3,0
25174,25174,4,23,20200711,0,3,2,0
25175,25175,159,89,20200604,4,9,1,0
25176,25176,63,227,20180222,9,4,1,0
25177,25177,163,41,20210421,6,8,3,0
25178,25178,47,86,20210811,28,8,10,1
25179,25179,44,8,20220209,28,7,2,0
25180,25180,132,37,20210406,21,1,2,0
25181,25181,107,226,20190425,18,5,6,0
25182,25182,29,35,20181215,20,9,8,1
25183,25183,34,68,20210329,7,0,3,0
25184,25184,66,164,20210806,17,4,7,0
25185,25185,66,190,20180408,13,3,10,0
25186,25186,121,114,20210729,7,5,8,0
25187,25187,161,240,20210322,26,9,10,1
25188,25188,97,103,20190420,2,1,10,0
25189,25189,101,63,20210705,8,5,9,0
25190,25190,101,136,20200630,3,1,1,0
25191,25191,38,235,20200309,10,1,3,0
25192,25192,123,51,20220309,6,5,9,0
25193,25193,75,19,20200906,1,1,3,0
25194,25194,60,208,20180907,18,10,9,1
25195,25195,109,114,20180603,12,7,3,0
25196,25196,22,12,20190413,3,8,6,0
25197,25197,18,71,20200809,17,0,7,0
25198,25198,23,31,20211201,23,9,7,1
25199,25199,42,81,20211220,25,5,1,0
25200,25200,40,174,20180721,2,8,3,0
25201,25201,51,202,20200731,30,9,10,1
25202,25202,111,26,20181120,18,5,8,0
25203,25203,59,139,20190329,8,8,8,1
25204,25204,93,26,20180113,10,10,7,1
25205,25205,14,198,20210905,22,7,3,0
25206,25206,4,97,20181129,16,8,8,1
25207,25207,79,146,20200418,5,2,7,0
25208,25208,49,158,20201219,3,10,5,0
25209,25209,68,233,20210814,7,4,1,0
25210,25210,46,90,20181229,18,9,3,0
25211,25211,83,62,20220521,19,9,10,1
25212,25212,124,196,20200830,27,4,7,0
25213,25213,110,22,20220125,2,3,9,0
25214,25214,80,183,20181122,13,0,5,0
25215,25215,31,103,20180312,15,6,8,0
25216,25216,99,178,20220423,19,1,0,0
25217,25217,132,49,20190304,23,1,4,0
25218,25218,81,128,20211008,30,9,8,1
25219,25219,128,32,20211009,28,5,8,0
25220,25220,164,150,20220623,2,9,6,0
25221,25221,85,161,20201114,17,4,7,0
25222,25222,50,161,20210613,16,6,6,0
25223,25223,9,183,20180908,14,9,2,0
25224,25224,100,24,20210511,29,3,8,0
25225,25225,94,223,20180316,8,1,9,0
25226,25226,40,72,20181016,14,9,7,1
25227,25227,66,244,20220118,25,8,3,0
25228,25228,155,86,20220411,2,1,4,0
25229,25229,136,103,20211201,17,8,10,1
25230,25230,46,194,20191107,12,8,7,1
25231,25231,105,162,20200427,17,2,5,0
25232,25232,53,46,20200708,24,3,3,0
25233,25233,151,109,20190603,2,5,7,0
25234,25234,164,225,20180601,22,9,1,0
25235,25235,121,211,20180218,8,8,2,0
25236,25236,130,143,20191003,12,1,2,0
25237,25237,79,131,20200913,13,7,0,0
25238,25238,18,117,20220605,2,8,0,0
25239,25239,78,169,20181021,17,1,10,0
25240,25240,12,29,20181101,4,3,6,0
25241,25241,85,61,20210208,11,4,6,0
25242,25242,115,93,20210411,23,7,6,0
25243,25243,115,48,20180403,13,3,3,0
25244,25244,11,188,20200404,22,8,5,0
25245,25245,8,23,20190818,4,3,5,0
25246,25246,63,189,20180614,11,8,0,0
25247,25247,29,24,20180221,24,7,7,1
25248,25248,6,160,20180124,22,8,1,0
25249,25249,89,46,20200827,25,0,5,0
25250,25250,93,41,20200609,13,10,6,0
25251,25251,37,166,20190623,5,0,4,0
25252,25252,66,10,20180702,1,2,6,0
25253,25253,133,10,20191012,18,5,4,0
25254,25254,41,122,20201224,2,5,2,0
25255,25255,87,206,20211205,13,5,5,0
25256,25256,86,198,20191110,7,4,1,0
25257,25257,65,219,20190108,25,6,0,0
25258,25258,5,28,20200317,29,0,2,0
25259,25259,161,111,20220304,4,6,4,0
25260,25260,10,124,20210715,22,5,5,0
25261,25261,37,35,20191023,20,3,7,0
25262,25262,51,54,20191214,24,9,8,1
25263,25263,55,120,20181003,5,10,3,0
25264,25264,103,234,20190104,10,3,6,0
25265,25265,33,69,20190224,4,4,5,0
25266,25266,78,193,20191029,11,2,4,0
25267,25267,32,230,20200516,3,5,1,0
25268,25268,19,203,20181224,3,2,3,0
25269,25269,165,146,20201020,5,1,10,0
25270,25270,88,243,20220117,17,0,9,0
25271,25271,88,90,20191126,25,5,6,0
25272,25272,24,141,20190930,25,7,2,0
25273,25273,87,74,20180922,16,7,5,0
25274,25274,160,86,20180321,7,6,0,0
25275,25275,73,205,20180630,1,4,10,0
25276,25276,5,37,20210630,21,4,4,0
25277,25277,62,41,20200917,30,2,0,0
25278,25278,164,21,20180630,11,8,3,0
25279,25279,74,227,20220624,0,6,7,0
25280,25280,136,164,20190628,4,6,3,0
25281,25281,109,215,20201107,23,0,4,0
25282,25282,66,104,20200129,26,7,7,1
25283,25283,102,103,20191115,3,0,3,0
25284,25284,90,61,20180113,7,8,7,1
25285,25285,136,209,20220104,26,8,8,1
25286,25286,36,215,20210427,26,10,3,0
25287,25287,133,33,20190410,12,6,4,0
25288,25288,159,120,20180618,16,4,2,0
25289,25289,13,20,20181013,11,7,10,1
25290,25290,14,214,20190524,5,7,3,0
25291,25291,95,17,20190507,14,3,4,0
25292,25292,88,46,20220329,20,6,4,0
25293,25293,81,189,20210908,12,6,9,0
25294,25294,28,185,20210103,17,10,0,0
25295,25295,22,77,20200513,28,10,6,0
25296,25296,130,85,20180912,26,8,3,0
25297,25297,141,76,20190916,22,7,8,1
25298,25298,56,90,20200806,14,10,10,1
25299,25299,160,17,20180722,0,3,0,0
25300,25300,116,21,20180827,26,0,1,0
25301,25301,2,187,20191119,19,5,2,0
25302,25302,70,8,20211012,13,4,10,0
25303,25303,48,124,20200618,2,1,7,0
25304,25304,85,237,20201219,7,4,7,0
25305,25305,48,118,20190630,9,8,8,1
25306,25306,104,27,20180518,28,2,0,0
25307,25307,111,175,20190511,21,4,0,0
25308,25308,111,9,20200530,6,2,1,0
25309,25309,140,126,20201129,10,0,6,0
25310,25310,127,19,20211105,10,5,8,0
25311,25311,84,108,20190930,27,5,1,0
25312,25312,57,15,20190222,0,4,2,0
25313,25313,119,172,20190616,21,5,0,0
25314,25314,88,187,20190701,12,7,3,0
25315,25315,60,69,20180216,1,6,6,0
25316,25316,133,221,20201113,9,4,4,0
25317,25317,86,10,20201228,16,8,1,0
25318,25318,37,109,20180203,19,3,10,0
25319,25319,32,47,20191004,3,0,5,0
25320,25320,147,153,20190103,13,3,1,0
25321,25321,20,157,20210412,28,6,7,0
25322,25322,147,205,20211101,25,0,8,0
25323,25323,38,37,20211127,16,2,1,0
25324,25324,2,170,20210510,22,3,7,0
25325,25325,93,68,20190624,7,3,2,0
25326,25326,60,234,20210627,26,1,6,0
25327,25327,102,224,20211214,11,3,5,0
25328,25328,21,137,20200506,18,5,4,0
25329,25329,100,96,20180605,30,1,4,0
25330,25330,127,205,20210810,9,9,3,0
25331,25331,158,214,20220429,25,7,2,0
25332,25332,29,37,20180716,24,1,9,0
25333,25333,89,96,20190303,3,1,9,0
25334,25334,57,110,20211111,15,1,0,0
25335,25335,15,111,20200324,8,1,9,0
25336,25336,111,219,20220501,21,3,10,0
25337,25337,36,241,20180204,24,7,5,0
25338,25338,34,198,20220504,4,4,3,0
25339,25339,70,28,20190615,19,7,10,1
25340,25340,143,228,20210722,20,7,5,0
25341,25341,40,47,20200318,3,3,6,0
25342,25342,88,12,20210605,11,3,0,0
25343,25343,47,13,20201231,28,8,2,0
25344,25344,18,84,20180712,12,0,9,0
25345,25345,60,181,20200613,29,3,2,0
25346,25346,5,44,20180331,28,1,0,0
25347,25347,156,107,20211015,21,2,0,0
25348,25348,91,162,20220131,25,2,5,0
25349,25349,59,53,20220215,17,2,0,0
25350,25350,28,74,20200910,6,8,4,0
25351,25351,64,157,20200625,20,3,8,0
25352,25352,101,165,20211010,9,1,3,0
25353,25353,41,53,20181115,6,5,1,0
25354,25354,150,172,20190404,24,4,10,0
25355,25355,40,36,20220221,6,5,1,0
25356,25356,115,81,20181104,10,5,0,0
25357,25357,132,182,20180519,27,5,8,0
25358,25358,64,172,20190502,3,10,6,0
25359,25359,62,85,20220223,22,5,2,0
25360,25360,143,27,20211028,5,6,6,0
25361,25361,85,121,20180314,1,2,8,0
25362,25362,39,228,20220505,7,6,3,0
25363,25363,87,199,20190614,24,6,1,0
25364,25364,98,5,20210321,19,9,4,0
25365,25365,35,142,20191006,1,9,6,0
25366,25366,147,190,20180510,13,7,3,0
25367,25367,89,200,20200502,6,4,5,0
25368,25368,70,120,20201208,8,8,10,1
25369,25369,46,8,20211024,14,7,6,0
25370,25370,31,144,20200208,29,8,5,0
25371,25371,59,138,20180501,13,5,2,0
25372,25372,29,133,20210424,22,4,7,0
25373,25373,129,155,20190121,26,6,7,0
25374,25374,119,151,20191213,7,6,10,0
25375,25375,156,26,20210403,16,1,4,0
25376,25376,74,165,20191115,9,7,1,0
25377,25377,98,17,20200228,29,3,10,0
25378,25378,85,238,20210427,4,5,9,0
25379,25379,5,32,20220502,17,3,6,0
25380,25380,54,131,20210524,30,8,4,0
25381,25381,156,133,20190506,17,1,10,0
25382,25382,161,235,20220412,22,0,1,0
25383,25383,56,179,20210314,17,4,5,0
25384,25384,61,130,20200904,29,4,9,0
25385,25385,159,43,20200731,6,7,0,0
25386,25386,33,108,20200213,29,6,9,0
25387,25387,45,211,20190425,26,9,6,0
25388,25388,15,140,20210828,26,2,1,0
25389,25389,42,125,20210514,27,1,6,0
25390,25390,162,146,20200524,2,3,6,0
25391,25391,66,207,20181109,8,9,9,1
25392,25392,127,79,20180701,1,7,4,0
25393,25393,40,71,20210623,13,7,3,0
25394,25394,161,65,20200624,29,1,7,0
25395,25395,17,82,20190802,14,2,8,0
25396,25396,115,150,20201208,17,10,9,1
25397,25397,23,180,20211028,22,8,9,1
25398,25398,114,16,20210410,5,7,5,0
25399,25399,13,125,20210306,10,1,6,0
25400,25400,119,71,20200630,4,9,5,0
25401,25401,131,102,20181203,20,3,7,0
25402,25402,2,90,20220114,29,1,3,0
25403,25403,9,189,20190901,15,9,7,1
25404,25404,161,118,20210225,14,9,1,0
25405,25405,166,6,20190914,15,6,7,0
25406,25406,137,43,20191206,9,6,1,0
25407,25407,143,26,20180807,8,7,9,1
25408,25408,105,240,20210228,6,4,8,0
25409,25409,144,230,20190119,28,1,9,0
25410,25410,144,242,20210716,21,1,2,0
25411,25411,77,95,20180604,28,10,4,0
25412,25412,132,82,20191125,23,6,1,0
25413,25413,96,213,20210221,8,2,9,0
25414,25414,116,50,20191118,23,9,4,0
25415,25415,30,92,20210814,26,9,3,0
25416,25416,140,56,20210512,11,7,2,0
25417,25417,156,91,20200228,17,0,5,0
25418,25418,151,232,20210619,9,6,4,0
25419,25419,132,95,20191223,7,1,2,0
25420,25420,146,164,20220115,17,8,9,1
25421,25421,74,31,20220217,3,7,3,0
25422,25422,88,121,20190224,5,5,9,0
25423,25423,11,99,20190829,13,0,9,0
25424,25424,113,216,20190527,12,7,6,0
25425,25425,26,197,20210101,15,3,3,0
25426,25426,138,234,20200721,13,8,1,0
25427,25427,105,115,20180912,8,2,2,0
25428,25428,60,62,20180911,4,10,4,0
25429,25429,50,149,20220107,4,2,4,0
25430,25430,128,224,20190424,25,9,0,0
25431,25431,72,123,20211001,13,5,4,0
25432,25432,116,103,20200427,11,0,8,0
25433,25433,148,224,20180116,30,6,4,0
25434,25434,60,78,20220324,4,6,5,0
25435,25435,60,207,20190308,8,9,4,0
25436,25436,42,209,20210721,5,8,8,1
25437,25437,42,141,20200710,26,10,4,0
25438,25438,161,68,20200504,8,7,9,1
25439,25439,164,95,20210214,26,10,10,1
25440,25440,87,83,20220605,26,10,9,1
25441,25441,71,93,20220102,16,1,0,0
25442,25442,40,57,20180806,14,9,6,0
25443,25443,144,126,20211111,14,7,1,0
25444,25444,128,171,20210407,25,5,9,0
25445,25445,137,19,20180827,14,5,10,0
25446,25446,45,129,20220201,7,0,9,0
25447,25447,91,170,20190207,22,0,3,0
25448,25448,82,45,20220412,5,10,0,0
25449,25449,21,203,20210304,27,9,8,1
25450,25450,53,50,20180304,15,7,5,0
25451,25451,159,140,20200821,7,1,0,0
25452,25452,50,238,20210323,1,8,0,0
25453,25453,71,37,20220629,0,10,2,0
25454,25454,159,14,20210309,30,2,7,0
25455,25455,23,43,20190405,10,3,7,0
25456,25456,59,208,20220506,29,8,5,0
25457,25457,127,124,20201204,6,10,7,1
25458,25458,112,156,20180920,11,4,2,0
25459,25459,28,206,20190607,16,7,9,1
25460,25460,98,94,20190205,4,9,6,0
25461,25461,30,115,20181202,22,8,1,0
25462,25462,16,92,20200724,7,10,1,0
25463,25463,104,8,20190225,15,5,2,0
25464,25464,65,18,20201125,15,2,6,0
25465,25465,110,13,20210210,11,9,6,0
25466,25466,48,15,20201104,7,1,8,0
25467,25467,105,125,20200617,9,2,5,0
25468,25468,167,58,20190207,10,10,8,1
25469,25469,168,103,20180311,21,8,8,1
25470,25470,79,116,20200624,21,10,0,0
25471,25471,60,141,20190128,26,6,6,0
25472,25472,56,141,20181120,2,10,6,0
25473,25473,35,36,20210604,10,10,6,0
25474,25474,53,157,20201012,6,9,7,1
25475,25475,23,205,20190505,25,3,8,0
25476,25476,128,44,20200228,9,9,9,1
25477,25477,17,97,20200613,10,10,4,0
25478,25478,44,120,20201015,22,4,9,0
25479,25479,89,120,20190723,12,3,7,0
25480,25480,97,207,20210117,22,4,1,0
25481,25481,128,43,20191029,7,0,2,0
25482,25482,166,140,20200229,9,1,9,0
25483,25483,60,238,20210509,20,6,0,0
25484,25484,66,189,20180402,25,2,2,0
25485,25485,163,186,20190412,24,2,5,0
25486,25486,112,127,20200515,2,6,10,0
25487,25487,60,34,20181206,8,1,4,0
25488,25488,106,239,20211211,17,5,4,0
25489,25489,151,122,20200930,21,7,2,0
25490,25490,46,91,20190606,21,4,6,0
25491,25491,49,222,20200626,25,6,1,0
25492,25492,88,184,20180322,16,4,6,0
25493,25493,35,86,20180803,5,4,6,0
25494,25494,77,170,20180824,26,8,4,0
25495,25495,159,51,20211216,1,1,2,0
25496,25496,146,238,20180122,4,9,3,0
25497,25497,5,14,20180408,21,0,10,0
25498,25498,66,231,20191228,2,4,1,0
25499,25499,23,168,20201212,7,2,8,0
25500,25500,72,213,20210331,25,5,0,0
25501,25501,89,118,20210806,1,6,5,0
25502,25502,54,167,20180719,28,4,0,0
25503,25503,56,86,20180127,22,2,4,0
25504,25504,33,134,20180410,8,5,7,0
25505,25505,149,154,20200815,5,7,2,0
25506,25506,140,44,20191116,28,1,10,0
25507,25507,118,56,20210831,9,8,9,1
25508,25508,159,173,20210221,6,9,4,0
25509,25509,57,108,20220624,23,7,9,1
25510,25510,96,215,20210908,10,7,10,1
25511,25511,107,236,20210818,17,5,0,0
25512,25512,166,69,20180208,6,6,9,0
25513,25513,131,101,20201130,8,3,10,0
25514,25514,68,97,20220412,9,7,1,0
25515,25515,39,109,20180328,28,3,5,0
25516,25516,46,93,20200909,22,4,7,0
25517,25517,60,114,20200731,27,3,2,0
25518,25518,74,233,20190424,2,5,1,0
25519,25519,50,132,20210508,23,7,3,0
25520,25520,139,75,20210629,11,6,2,0
25521,25521,160,90,20190812,9,6,2,0
25522,25522,124,2,20210312,16,7,4,0
25523,25523,18,124,20200421,13,3,6,0
25524,25524,37,236,20211128,17,3,9,0
25525,25525,73,92,20181014,3,1,7,0
25526,25526,106,149,20210606,24,9,8,1
25527,25527,122,43,20211215,16,10,5,0
25528,25528,25,130,20220316,21,7,10,1
25529,25529,7,137,20180811,13,4,7,0
25530,25530,131,209,20181207,8,10,2,0
25531,25531,33,187,20181014,22,9,4,0
25532,25532,83,168,20220523,3,5,7,0
25533,25533,153,75,20190908,18,8,0,0
25534,25534,108,24,20210128,24,6,7,0
25535,25535,60,160,20210527,22,10,10,1
25536,25536,147,146,20200625,26,8,8,1
25537,25537,153,215,20200308,19,10,6,0
25538,25538,88,48,20180707,29,5,1,0
25539,25539,3,4,20180829,22,0,5,0
25540,25540,127,229,20211230,9,6,6,0
25541,25541,121,150,20200604,13,5,0,0
25542,25542,154,214,20220429,16,0,9,0
25543,25543,1,201,20210515,29,4,1,0
25544,25544,14,243,20181102,29,7,6,0
25545,25545,127,217,20180510,29,6,2,0
25546,25546,124,238,20190721,2,3,6,0
25547,25547,48,104,20181202,9,5,0,0
25548,25548,77,57,20190709,26,6,10,0
25549,25549,42,3,20220108,24,9,5,0
25550,25550,100,107,20200725,1,1,9,0
25551,25551,87,214,20210518,10,1,8,0
25552,25552,3,218,20210613,30,4,0,0
25553,25553,9,194,20210603,24,4,0,0
25554,25554,152,6,20180429,25,8,7,1
25555,25555,21,53,20210618,7,5,5,0
25556,25556,72,212,20180214,3,1,1,0
25557,25557,99,139,20211124,13,2,3,0
25558,25558,46,57,20210310,8,8,2,0
25559,25559,32,182,20201022,17,10,9,1
25560,25560,111,111,20191125,24,10,3,0
25561,25561,80,190,20180329,5,5,10,0
25562,25562,71,83,20211128,22,10,3,0
25563,25563,70,21,20180828,22,1,9,0
25564,25564,10,51,20190302,17,10,3,0
25565,25565,138,175,20210322,12,6,4,0
25566,25566,61,33,20191011,18,2,4,0
25567,25567,91,234,20190620,23,10,1,0
25568,25568,40,181,20200729,7,9,10,1
25569,25569,48,50,20190619,28,4,9,0
25570,25570,107,23,20180813,26,0,4,0
25571,25571,2,40,20180101,26,8,8,1
25572,25572,150,118,20220116,6,10,10,1
25573,25573,101,228,20200417,13,1,8,0
25574,25574,143,164,20200404,26,9,8,1
25575,25575,20,179,20200713,10,1,5,0
25576,25576,128,127,20210607,20,2,6,0
25577,25577,37,154,20191115,18,5,10,0
25578,25578,88,234,20220306,9,3,5,0
25579,25579,1,152,20201118,17,10,6,0
25580,25580,18,39,20201031,19,1,0,0
25581,25581,143,57,20181107,29,3,9,0
25582,25582,146,217,20180406,29,3,1,0
25583,25583,45,113,20190911,4,5,2,0
25584,25584,92,128,20190605,8,10,8,1
25585,25585,159,132,20210512,17,10,7,1
25586,25586,114,206,20201017,29,7,10,1
25587,25587,62,77,20220416,23,4,5,0
25588,25588,78,188,20180108,26,4,2,0
25589,25589,103,123,20200117,7,10,8,1
25590,25590,65,45,20181031,10,5,4,0
25591,25591,161,207,20181105,29,5,4,0
25592,25592,49,2,20190615,14,8,1,0
25593,25593,47,20,20211121,23,8,8,1
25594,25594,156,166,20210410,2,2,2,0
25595,25595,25,41,20181013,26,10,5,0
25596,25596,68,217,20181021,3,2,3,0
25597,25597,37,42,20190212,2,8,5,0
25598,25598,137,233,20211118,21,2,4,0
25599,25599,153,70,20190424,17,10,4,0
25600,25600,104,155,20190929,21,9,2,0
25601,25601,142,200,20200214,16,2,3,0
25602,25602,19,208,20180204,6,10,9,1
25603,25603,118,202,20220309,4,6,8,0
25604,25604,164,226,20210110,18,3,4,0
25605,25605,92,28,20201113,1,6,10,0
25606,25606,83,225,20180106,30,3,3,0
25607,25607,21,44,20200826,9,5,9,0
25608,25608,9,123,20181017,24,0,10,0
25609,25609,161,142,20181225,0,3,2,0
25610,25610,140,28,20190909,7,2,10,0
25611,25611,156,8,20200405,21,0,8,0
25612,25612,7,25,20190612,3,5,6,0
25613,25613,25,37,20181127,7,5,8,0
25614,25614,19,63,20210531,16,5,9,0
25615,25615,158,144,20200814,19,1,1,0
25616,25616,62,230,20180708,8,6,7,0
25617,25617,66,161,20210307,16,9,6,0
25618,25618,159,236,20191202,5,8,6,0
25619,25619,135,158,20181227,6,6,10,0
25620,25620,88,163,20220326,22,4,10,0
25621,25621,117,49,20211128,2,2,5,0
25622,25622,42,95,20181227,10,10,4,0
25623,25623,7,34,20210512,20,1,2,0
25624,25624,29,44,20181017,6,2,1,0
25625,25625,140,70,20181123,15,10,6,0
25626,25626,72,163,20210921,18,8,4,0
25627,25627,41,162,20211110,28,5,9,0
25628,25628,21,200,20210520,24,7,1,0
25629,25629,43,230,20210719,12,3,4,0
25630,25630,158,130,20220418,0,2,7,0
25631,25631,20,144,20201005,24,4,3,0
25632,25632,95,207,20210323,14,7,8,1
25633,25633,48,165,20200719,26,4,1,0
25634,25634,167,92,20180515,29,3,6,0
25635,25635,117,172,20210509,15,5,8,0
25636,25636,73,75,20211014,11,7,3,0
25637,25637,100,141,20190819,2,5,6,0
25638,25638,24,174,20200728,19,2,8,0
25639,25639,45,165,20190311,13,3,9,0
25640,25640,100,113,20200520,26,0,3,0
25641,25641,162,98,20200809,9,8,3,0
25642,25642,125,152,20220518,27,0,7,0
25643,25643,95,214,20200127,14,1,8,0
25644,25644,76,66,20180415,26,10,0,0
25645,25645,69,234,20200115,10,9,2,0
25646,25646,62,60,20220308,20,3,6,0
25647,25647,140,194,20220121,8,9,2,0
25648,25648,159,184,20180907,30,8,10,1
25649,25649,12,75,20180727,10,0,4,0
25650,25650,23,107,20180224,7,6,10,0
25651,25651,62,192,20201228,13,7,7,1
25652,25652,45,230,20180227,30,3,8,0
25653,25653,38,20,20190103,20,8,9,1
25654,25654,136,210,20200813,27,0,1,0
25655,25655,57,104,20200413,29,8,0,0
25656,25656,58,73,20181004,23,1,4,0
25657,25657,59,161,20210401,29,10,8,1
25658,25658,153,213,20190612,17,5,0,0
25659,25659,95,48,20220204,13,3,5,0
25660,25660,28,160,20190822,22,3,7,0
25661,25661,75,232,20200410,16,8,3,0
25662,25662,108,131,20200704,8,5,6,0
25663,25663,89,230,20180808,1,0,6,0
25664,25664,132,153,20211002,9,0,0,0
25665,25665,130,212,20210915,1,10,0,0
25666,25666,40,140,20180304,27,7,1,0
25667,25667,60,173,20200412,24,6,1,0
25668,25668,114,94,20210126,6,1,10,0
25669,25669,69,210,20200911,12,3,3,0
25670,25670,41,1,20220209,28,5,3,0
25671,25671,53,90,20210626,18,6,5,0
25672,25672,122,190,20190719,22,5,10,0
25673,25673,104,131,20190616,22,2,10,0
25674,25674,43,76,20220507,26,4,0,0
25675,25675,156,18,20220304,28,6,6,0
25676,25676,116,160,20211101,12,3,10,0
25677,25677,52,238,20191019,22,0,10,0
25678,25678,77,224,20210501,16,6,2,0
25679,25679,95,65,20190602,20,1,6,0
25680,25680,9,9,20181207,30,3,6,0
25681,25681,9,14,20201214,22,2,0,0
25682,25682,52,163,20180117,26,2,4,0
25683,25683,9,6,20211124,12,7,4,0
25684,25684,52,96,20220129,10,7,9,1
25685,25685,9,202,20190825,10,4,8,0
25686,25686,137,101,20210716,18,6,10,0
25687,25687,154,157,20181030,19,8,10,1
25688,25688,100,192,20200219,10,4,2,0
25689,25689,42,143,20210718,4,3,2,0
25690,25690,9,235,20190521,1,1,9,0
25691,25691,26,238,20220223,30,6,7,0
25692,25692,152,157,20180323,10,8,7,1
25693,25693,76,158,20211109,10,0,4,0
25694,25694,95,232,20200128,21,1,5,0
25695,25695,125,41,20220408,0,5,1,0
25696,25696,109,87,20181029,9,1,9,0
25697,25697,54,103,20180511,22,8,1,0
25698,25698,143,113,20200507,3,0,7,0
25699,25699,121,84,20210710,25,2,1,0
25700,25700,9,172,20211111,15,2,0,0
25701,25701,26,216,20210423,20,3,10,0
25702,25702,40,54,20210301,22,10,6,0
25703,25703,4,53,20190222,1,1,7,0
25704,25704,158,215,20200625,25,5,0,0
25705,25705,126,40,20211022,20,5,7,0
25706,25706,168,14,20211024,26,5,6,0
25707,25707,28,96,20200620,21,3,8,0
25708,25708,150,149,20201105,15,0,4,0
25709,25709,6,9,20210401,13,10,1,0
25710,25710,144,234,20220523,18,7,6,0
25711,25711,153,182,20180105,16,2,10,0
25712,25712,148,1,20210605,27,2,9,0
25713,25713,87,22,20210330,30,9,5,0
25714,25714,62,98,20210719,20,10,5,0
25715,25715,158,146,20180201,25,6,7,0
25716,25716,120,105,20210728,8,5,10,0
25717,25717,19,107,20200814,3,4,1,0
25718,25718,18,18,20200519,15,0,1,0
25719,25719,126,4,20210821,23,2,6,0
25720,25720,69,58,20220412,5,5,0,0
25721,25721,48,170,20180617,12,1,2,0
25722,25722,149,142,20210529,4,2,4,0
25723,25723,70,38,20210427,18,1,4,0
25724,25724,150,110,20190802,23,2,3,0
25725,25725,14,135,20211003,10,9,1,0
25726,25726,97,90,20181015,19,5,1,0
25727,25727,160,87,20200410,28,1,0,0
25728,25728,52,117,20181109,19,3,8,0
25729,25729,69,160,20200209,4,0,8,0
25730,25730,23,13,20210318,21,8,2,0
25731,25731,43,152,20201207,29,9,3,0
25732,25732,45,135,20200216,17,8,5,0
25733,25733,137,14,20210826,19,4,9,0
25734,25734,84,144,20210717,25,8,1,0
25735,25735,76,203,20200223,16,6,6,0
25736,25736,115,236,20210419,18,3,7,0
25737,25737,151,160,20190828,26,5,8,0
25738,25738,47,234,20210911,4,4,9,0
25739,25739,25,190,20211202,12,10,9,1
25740,25740,157,94,20220503,13,2,8,0
25741,25741,38,93,20201223,21,9,6,0
25742,25742,58,102,20220528,1,7,4,0
25743,25743,1,233,20211113,29,8,8,1
25744,25744,28,120,20200113,22,10,10,1
25745,25745,11,149,20181025,22,9,10,1
25746,25746,57,242,20210124,9,1,4,0
25747,25747,103,183,20220328,14,0,1,0
25748,25748,85,209,20201202,22,3,4,0
25749,25749,32,27,20190717,28,7,3,0
25750,25750,5,207,20190530,13,6,4,0
25751,25751,92,171,20200810,25,1,7,0
25752,25752,142,154,20201207,6,2,4,0
25753,25753,124,170,20190216,26,4,7,0
25754,25754,107,132,20220402,18,2,3,0
25755,25755,93,239,20210619,11,9,4,0
25756,25756,128,240,20191210,28,9,3,0
25757,25757,93,21,20200520,21,0,3,0
25758,25758,9,137,20210105,16,9,1,0
25759,25759,29,135,20190621,11,6,3,0
25760,25760,6,148,20200201,8,9,3,0
25761,25761,95,122,20211211,24,10,3,0
25762,25762,141,227,20210109,1,9,10,1
25763,25763,132,41,20190814,20,7,9,1
25764,25764,9,214,20200329,21,2,3,0
25765,25765,147,82,20181018,12,4,9,0
25766,25766,133,107,20210118,0,10,2,0
25767,25767,76,54,20210205,21,7,0,0
25768,25768,14,178,20200621,24,2,3,0
25769,25769,150,202,20200328,27,2,9,0
25770,25770,14,188,20191018,2,8,8,1
25771,25771,33,209,20211225,2,7,9,1
25772,25772,13,210,20220527,7,4,8,0
25773,25773,168,14,20201225,10,2,5,0
25774,25774,13,12,20220122,18,9,5,0
25775,25775,80,80,20200716,17,3,4,0
25776,25776,34,183,20200929,16,2,1,0
25777,25777,16,89,20190531,23,3,10,0
25778,25778,60,164,20210313,25,10,9,1
25779,25779,72,51,20210611,30,3,6,0
25780,25780,104,74,20180408,1,6,7,0
25781,25781,19,12,20180627,9,3,4,0
25782,25782,124,74,20190726,23,7,0,0
25783,25783,144,134,20190925,21,3,9,0
25784,25784,110,99,20190909,20,6,4,0
25785,25785,55,114,20200410,29,1,5,0
25786,25786,11,162,20200425,1,7,7,1
25787,25787,53,41,20211120,24,1,1,0
25788,25788,144,204,20200616,25,0,5,0
25789,25789,93,133,20220304,19,2,4,0
25790,25790,83,114,20180530,2,2,2,0
25791,25791,48,53,20180205,13,4,5,0
25792,25792,161,86,20220228,14,1,7,0
25793,25793,86,28,20180629,10,4,6,0
25794,25794,30,207,20211118,6,0,1,0
25795,25795,64,180,20210604,26,8,9,1
25796,25796,89,171,20180424,2,6,10,0
25797,25797,157,130,20200229,23,9,5,0
25798,25798,88,63,20200912,9,1,3,0
